21885;2019-01-04 03:00:00;716;145;1650
21885;2019-01-04 03:00:00;716;240;29336
18588;2019-01-04 03:00:00;7274;125;1730
19473;2019-01-04 03:00:00;11422;125;1730
30609;2019-01-04 03:00:00;1005;125;1730
25925;2019-01-04 03:00:00;4526;120;1730
30609;2019-01-04 03:00:00;1005;200;18512
18588;2019-01-04 04:00:00;7274;125;1730
19473;2019-01-04 04:00:00;11422;125;1730
21885;2019-01-04 04:00:00;716;145;1650
30609;2019-01-04 04:00:00;1005;125;1730
30609;2019-01-04 04:00:00;1005;200;18512
21885;2019-01-04 04:00:00;716;240;29336
25925;2019-01-04 04:00:00;4526;120;1730
21885;2019-01-04 05:00:00;716;240;29336
21885;2019-01-04 05:00:00;716;145;1650
30609;2019-01-04 05:00:00;1003;200;18512
18588;2019-01-04 05:00:00;7274;125;1730
25925;2019-01-04 05:00:00;4472;120;1730
19473;2019-01-04 05:00:00;11369;125;1730
30609;2019-01-04 05:00:00;1003;125;1730
18588;2019-01-04 05:35:00;7274;125;1730
18588;2019-01-04 06:00:00;7274;125;1730
21885;2019-01-04 06:00:00;716;240;29336
21885;2019-01-04 06:00:00;716;145;1650
30609;2019-01-04 06:00:00;1003;200;18512
19473;2019-01-04 06:00:00;11369;125;1730
30609;2019-01-04 06:00:00;1003;125;1730
25925;2019-01-04 06:00:00;4418;120;1730
18588;2019-01-04 07:00:00;7274;125;1730
21885;2019-01-04 07:00:00;716;240;29336
30609;2019-01-04 07:00:00;1003;125;1730
19473;2019-01-04 07:00:00;11315;125;1730
30609;2019-01-04 07:00:00;1003;200;18512
25925;2019-01-04 07:00:00;431;120;1730
21885;2019-01-04 07:00:00;716;145;1650
18588;2019-01-04 08:00:00;7274;125;1730
19473;2019-01-04 08:00:00;11261;125;1730
21885;2019-01-04 08:00:00;716;145;1650
30609;2019-01-04 08:00:00;1003;125;1730
21885;2019-01-04 08:00:00;716;240;29336
30609;2019-01-04 08:00:00;1003;200;18512
25925;2019-01-04 08:00:00;431;120;1730
18588;2019-01-04 09:00:00;7274;125;1730
30609;2019-01-04 09:00:00;1005;125;1730
25925;2019-01-04 09:00:00;4364;120;1730
19473;2019-01-04 09:00:00;11207;125;1730
21885;2019-01-04 09:00:00;716;145;1650
21885;2019-01-04 09:00:00;716;240;29336
30609;2019-01-04 09:00:00;1005;200;18512
19473;2019-01-04 10:00:00;11153;125;1730
21885;2019-01-04 10:00:00;714;145;1650
18588;2019-01-04 10:00:00;7274;125;1730
30609;2019-01-04 10:00:00;1005;125;1730
30609;2019-01-04 10:00:00;1005;200;18512
21885;2019-01-04 10:00:00;714;240;29336
25925;2019-01-04 10:00:00;431;120;1730
21885;2019-01-04 11:00:00;714;240;29336
21885;2019-01-04 11:00:00;714;145;1650
18588;2019-01-04 11:00:00;722;125;1730
30609;2019-01-04 11:00:00;1005;200;18512
19473;2019-01-04 11:00:00;11153;125;1730
25925;2019-01-04 11:00:00;431;120;1730
